,wave1_amp_middle,wave1_amp_max,wave1_phase_middle,wave2_amp_middle,wave2_amp_max,wave2_phase_middle,wave3_amp_middle,wave3_amp_max,wave3_phase_middle,wave4_amp_middle,wave4_amp_max,wave4_phase_middle,wave5_amp_middle,wave5_amp_max,wave5_phase_middle,wave6_amp_middle,wave6_amp_max,wave6_phase_middle,wave7_amp_middle,wave7_amp_max,wave7_phase_middle,wave8_amp_middle,wave8_amp_max,wave8_phase_middle,wave9_amp_middle,wave9_amp_max,wave9_phase_middle,ZW3_index,env_amp_mean,env_extent,env_start_lon,env_end_lon,nenv_amp_mean,nenv_extent,nenv_start_lon,nenv_end_lon
1988-04-12,78.20,101.26,240.00,16.88,44.07,19.50,64.92,66.21,20.25,6.69,28.93,57.75,9.40,22.87,0.00,11.58,13.75,54.75,5.38,8.42,42.00,1.29,5.43,38.25,2.78,2.78,27.75,0.12,126.44,24.75,229.50,253.50,1.38,57.75,280.50,337.50
1988-04-13,78.21,99.39,240.00,21.13,43.36,16.50,67.86,69.46,23.25,5.92,33.23,66.75,11.77,28.20,0.00,10.69,12.21,57.00,2.72,7.52,45.75,1.06,5.29,33.00,2.52,3.26,28.50,0.27,127.15,32.25,81.00,112.50,1.42,63.00,277.50,339.75
1988-04-14,76.05,94.80,239.25,22.05,43.13,14.25,73.53,74.72,24.75,6.09,36.79,70.50,15.24,31.56,0.75,8.98,10.66,58.50,0.17,6.63,29.25,1.55,6.31,42.00,1.95,3.06,30.00,0.39,127.83,42.00,84.75,126.00,1.44,64.50,277.50,341.25
1988-04-15,73.05,89.11,237.75,21.33,43.61,10.50,77.84,78.80,27.00,8.02,38.77,71.25,17.96,33.65,3.00,8.19,9.38,0.75,2.42,6.37,29.25,1.35,7.01,3.75,1.82,2.39,31.50,0.50,127.69,47.25,89.25,135.75,1.40,61.50,281.25,342.00
1988-04-16,69.96,83.50,236.25,19.24,44.29,6.75,80.66,81.09,29.25,11.79,39.74,71.25,19.22,32.81,6.00,6.54,9.01,0.00,1.96,5.66,35.25,0.62,8.47,39.00,1.47,2.28,33.00,0.58,127.12,49.50,94.50,143.25,1.36,58.50,286.50,344.25
1988-04-17,66.56,78.92,233.25,15.80,45.73,0.75,83.80,84.12,30.00,15.58,40.18,72.75,18.20,28.64,9.00,6.85,8.68,0.75,0.98,5.23,30.75,1.16,9.10,43.50,1.32,1.96,33.00,0.61,126.03,47.25,100.50,147.00,1.31,57.75,135.75,192.75
1988-04-18,62.88,73.48,229.50,10.61,48.71,166.50,85.41,85.48,30.00,18.45,40.51,73.50,16.78,23.36,10.50,5.90,7.64,59.25,2.86,5.51,31.50,0.59,8.34,0.75,0.80,1.77,35.25,0.61,124.48,38.25,109.50,147.00,1.26,60.75,137.25,197.25
1988-04-19,57.98,67.38,225.75,10.82,53.41,141.75,86.58,86.58,30.00,20.59,41.89,75.75,14.43,21.66,11.25,7.95,9.47,57.75,3.46,5.36,33.00,0.59,7.99,34.50,0.25,2.83,9.00,0.64,123.51,0.00,0.00,0.00,1.22,57.75,141.00,198.00
1988-04-20,54.01,61.44,220.50,17.04,57.70,127.50,90.73,90.73,29.25,19.30,43.49,77.25,11.49,21.95,10.50,7.21,9.36,59.25,4.52,5.17,34.50,0.54,7.74,40.50,0.97,3.32,27.75,0.58,124.46,0.00,0.00,0.00,1.19,55.50,143.25,198.00
1988-04-21,52.06,59.79,217.50,24.58,59.87,124.50,95.62,95.78,30.00,16.31,43.97,77.25,13.47,23.73,7.50,7.18,9.74,57.75,3.05,5.25,38.25,1.14,7.56,41.25,0.51,2.07,0.75,0.66,127.11,28.50,124.50,152.25,1.17,54.75,285.00,339.00
1988-04-22,51.82,60.70,216.75,31.35,61.68,125.25,98.23,98.61,30.00,16.75,42.00,75.00,17.27,25.46,8.25,6.83,9.46,58.50,2.73,4.89,32.25,1.25,5.76,3.00,0.31,2.34,0.00,0.71,130.50,54.00,116.25,169.50,1.13,51.00,287.25,337.50
1988-04-23,54.95,62.79,216.00,36.76,63.75,126.75,97.78,98.03,30.75,18.94,38.35,76.50,18.45,25.51,10.50,6.67,8.34,57.00,4.01,6.74,34.50,1.46,5.12,3.75,0.20,2.78,6.75,0.67,134.64,60.00,116.25,175.50,1.12,42.00,151.50,192.75
1988-04-24,60.15,65.33,216.75,39.60,65.51,128.25,97.78,97.85,30.75,18.08,34.85,78.75,16.11,23.07,12.00,8.09,9.07,56.25,3.63,5.54,36.75,1.65,5.23,13.50,0.28,2.62,37.50,0.60,138.72,94.50,224.25,318.00,1.15,46.50,142.50,188.25
1988-04-25,64.23,65.83,216.00,41.76,69.82,127.50,97.67,97.67,31.50,15.79,30.79,81.75,16.21,20.53,12.00,10.45,11.55,57.75,3.71,5.42,37.50,0.50,5.42,26.25,1.08,2.84,11.25,0.61,141.15,100.50,224.25,324.00,1.16,42.75,291.75,333.75
1988-04-26,65.90,68.05,214.50,44.58,73.24,126.00,96.45,96.45,32.25,13.24,26.65,85.50,16.82,19.13,13.50,10.68,12.32,0.00,3.52,4.83,38.25,1.72,4.08,24.75,0.81,2.79,12.75,0.49,140.47,102.75,225.75,327.75,1.10,43.50,288.75,331.50
1988-04-27,66.40,69.02,214.50,45.15,74.30,125.25,93.93,94.14,32.25,8.41,22.61,1.50,14.37,16.68,14.25,10.14,11.45,1.50,5.05,5.63,37.50,2.33,6.36,30.75,1.24,2.78,12.00,0.32,138.24,105.00,225.00,329.25,1.01,41.25,291.00,331.50
1988-04-28,67.57,70.13,214.50,46.10,73.45,125.25,90.51,90.80,32.25,4.64,18.01,10.50,12.87,14.80,14.25,8.93,10.05,3.00,6.15,7.29,42.00,1.52,5.32,32.25,2.00,3.60,14.25,0.22,136.83,105.75,225.00,330.00,0.95,17.25,228.75,245.25
1988-04-29,64.56,68.19,216.00,47.26,72.14,126.00,89.20,89.51,32.25,4.46,14.54,30.75,10.83,13.09,13.50,8.62,10.12,3.00,3.91,6.62,46.50,1.89,5.18,32.25,0.98,3.46,18.00,0.19,135.14,104.25,225.00,328.50,0.92,20.25,228.00,247.50
1988-04-30,58.45,64.00,216.00,50.01,72.07,124.50,87.75,88.30,32.25,7.64,13.66,42.00,9.95,12.95,12.00,8.70,10.33,3.00,2.66,5.68,40.50,1.52,5.42,39.00,0.87,3.42,12.75,0.16,132.08,102.00,222.75,324.00,0.85,24.00,225.00,248.25
1988-05-01,52.19,59.23,215.25,54.45,73.83,123.00,85.86,86.51,31.50,8.77,12.73,47.25,10.06,13.05,11.25,8.01,9.42,3.75,3.07,6.46,45.00,0.51,4.14,34.50,1.33,3.73,16.50,0.12,127.95,41.25,111.00,151.50,0.74,16.50,231.00,246.75
1988-05-02,48.16,56.11,215.25,59.01,77.51,121.50,86.79,87.60,30.75,9.23,14.01,50.25,9.12,12.40,12.75,7.02,9.27,1.50,2.64,7.49,42.75,0.61,3.45,0.75,1.61,3.99,16.50,0.19,127.45,46.50,219.00,264.75,0.73,18.75,230.25,248.25
1988-05-03,45.89,55.96,215.25,63.18,80.01,120.00,88.81,89.68,30.75,9.06,14.44,51.00,6.36,11.90,11.25,9.60,11.37,0.00,2.18,7.35,42.75,0.28,3.96,12.00,2.13,4.26,18.00,0.30,128.70,53.25,213.75,266.25,0.76,25.50,224.25,249.00
1988-05-04,44.77,56.65,216.00,68.79,82.67,118.50,88.94,89.78,31.50,7.34,14.08,52.50,5.96,12.83,9.00,10.78,11.41,3.75,1.29,7.03,38.25,0.36,4.03,8.25,2.32,3.52,18.75,0.31,130.14,58.50,210.75,268.50,0.77,22.50,225.75,247.50
1988-05-05,43.70,57.04,216.75,72.74,84.31,117.75,87.29,87.98,31.50,4.73,14.17,46.50,4.10,12.73,9.75,8.98,9.94,6.00,1.43,6.58,26.25,1.00,4.68,7.50,2.15,3.08,19.50,0.31,130.60,108.75,209.25,317.25,0.76,19.50,225.00,243.75
1988-05-06,43.31,57.86,219.00,76.45,84.76,118.50,83.56,84.14,31.50,4.77,16.38,38.25,2.22,13.16,7.50,8.71,10.22,5.25,4.02,5.77,27.00,1.81,4.22,12.00,2.15,2.82,19.50,0.30,131.01,105.75,207.00,312.00,0.77,0.00,0.00,0.00
1988-05-07,42.54,58.45,221.25,81.60,89.30,118.50,78.41,79.07,31.50,7.45,17.35,30.75,2.22,14.71,51.75,10.01,11.43,6.00,4.78,6.05,28.50,1.52,3.56,14.25,2.39,3.08,21.75,0.23,132.27,108.00,204.00,311.25,0.80,0.00,0.00,0.00
1988-05-08,41.86,57.72,225.00,85.44,93.65,119.25,74.41,75.67,30.75,12.14,18.93,29.25,7.54,16.03,52.50,9.59,11.22,7.50,5.07,7.74,29.25,1.22,4.22,7.50,2.05,2.83,22.50,0.12,133.95,103.50,203.25,306.00,0.84,6.00,130.50,135.75
1988-05-09,41.01,57.03,230.25,91.71,99.24,120.00,71.84,73.46,30.75,17.08,20.00,30.75,12.04,17.79,55.50,7.51,9.37,8.25,5.59,7.55,28.50,1.90,4.76,11.25,1.33,2.40,20.25,0.04,137.90,102.00,205.50,306.75,0.85,0.00,0.00,0.00
1988-05-10,39.34,55.84,236.25,97.47,104.16,120.75,68.62,69.51,30.00,19.80,21.48,33.00,14.86,22.74,57.75,5.48,8.12,6.75,6.70,6.70,28.50,2.01,3.99,15.75,1.64,2.47,18.00,0.01,141.07,102.75,206.25,308.25,0.90,21.00,117.75,138.00
1988-05-11,36.14,54.13,244.50,102.83,109.32,120.75,65.33,65.48,29.25,20.15,21.47,35.25,14.51,24.13,60.75,4.57,8.68,5.25,6.95,7.16,29.25,1.16,4.01,12.75,2.54,2.98,17.25,0.00,143.74,105.00,204.00,308.25,0.99,42.75,102.75,144.75
1988-05-12,35.90,52.19,252.00,107.75,115.15,120.75,62.41,63.00,28.50,19.34,21.24,36.75,13.28,21.83,60.75,3.22,7.51,4.50,7.89,8.13,27.75,0.89,3.22,18.75,2.99,3.52,19.50,-0.00,146.08,108.00,200.25,307.50,1.08,50.25,99.75,149.25
1988-05-13,39.70,51.17,258.75,111.96,121.14,120.75,60.90,62.16,27.75,17.37,19.45,39.00,12.45,18.72,58.50,3.08,8.11,55.50,8.04,8.80,28.50,0.67,3.36,12.75,2.30,2.81,19.50,0.04,149.62,114.00,195.75,309.00,1.13,53.25,98.25,150.75
1988-05-14,46.32,51.37,264.75,112.74,122.82,120.75,58.53,61.40,27.75,14.45,16.46,39.75,14.30,20.11,54.75,4.43,8.23,54.75,8.65,9.53,30.00,1.24,3.05,12.75,3.05,3.38,20.25,0.06,151.44,116.25,198.00,313.50,1.14,52.50,99.75,151.50
1988-05-15,52.30,56.96,270.75,111.35,121.20,120.75,55.78,60.94,27.75,14.12,16.49,39.00,18.79,21.47,54.75,5.00,8.35,53.25,7.38,8.42,30.75,1.62,3.41,13.50,2.66,2.85,20.25,0.10,152.41,114.00,202.50,315.75,1.09,46.50,102.75,148.50
1988-05-16,54.53,59.90,272.25,108.72,117.57,120.75,54.87,62.50,28.50,15.96,18.22,37.50,23.29,26.03,56.25,4.91,9.64,54.75,7.06,7.75,30.00,1.65,3.80,15.75,2.86,2.92,19.50,0.10,151.13,110.25,207.00,316.50,1.05,45.00,103.50,147.75
1988-05-17,54.15,58.57,273.75,105.18,115.10,120.75,55.32,63.62,30.00,16.95,18.68,39.00,26.25,29.97,58.50,4.45,9.96,53.25,7.18,8.37,30.75,1.58,4.11,15.75,2.75,2.80,21.00,0.15,149.17,110.25,207.00,316.50,1.05,49.50,100.50,149.25
1988-05-18,55.20,57.99,274.50,100.17,109.85,121.50,55.30,64.86,31.50,16.39,17.71,39.75,23.76,29.51,60.00,5.14,11.31,56.25,7.09,8.48,30.75,1.62,4.42,18.75,2.47,2.93,19.50,0.23,145.92,108.75,208.50,316.50,1.01,51.00,99.00,149.25
1988-05-19,57.53,59.96,271.50,97.11,106.08,122.25,54.85,66.01,33.00,18.68,19.47,40.50,21.44,26.41,60.00,2.58,10.26,59.25,5.87,7.99,31.50,1.40,4.38,14.25,2.56,3.35,21.75,0.29,145.54,109.50,210.00,318.75,1.01,54.75,95.25,149.25
1988-05-20,57.75,60.86,269.25,97.09,104.51,123.00,55.43,67.29,33.75,20.15,20.33,43.50,18.62,23.46,60.00,4.45,10.75,50.25,5.02,6.79,30.00,1.75,4.27,16.50,2.03,3.10,18.75,0.47,145.55,110.25,207.00,316.50,1.03,57.75,90.75,147.75
1988-05-21,54.26,58.91,267.75,97.07,103.84,123.00,56.03,67.02,33.75,19.48,19.48,47.25,17.54,21.96,57.75,6.62,12.78,53.25,5.81,7.55,29.25,1.76,4.16,15.75,2.85,2.96,21.75,0.61,144.12,109.50,202.50,311.25,1.06,63.00,87.75,150.00
1988-05-22,49.63,54.69,265.50,97.10,103.87,122.25,57.04,66.17,33.00,15.56,16.64,48.00,18.86,23.22,56.25,6.77,13.30,55.50,6.46,7.96,29.25,2.19,3.77,18.75,2.12,2.95,21.75,0.67,142.59,105.75,202.50,307.50,1.08,62.25,89.25,150.75
1988-05-23,45.73,50.77,264.75,96.32,106.01,122.25,59.59,66.47,33.00,12.30,19.23,45.75,23.34,27.04,55.50,5.30,12.41,55.50,6.49,7.95,30.00,2.27,4.30,21.00,1.94,2.92,21.00,0.66,141.81,105.00,203.25,307.50,1.14,65.25,88.50,153.00
1988-05-24,41.02,51.34,267.00,96.28,108.65,121.50,61.37,68.26,33.00,12.57,19.88,40.50,24.85,31.17,57.00,4.61,12.86,55.50,6.22,8.16,29.25,0.83,2.83,18.75,2.32,2.59,18.75,0.65,142.43,110.25,201.00,310.50,1.20,69.00,87.00,155.25
1988-05-25,37.16,54.62,273.75,97.21,109.64,121.50,59.82,69.61,33.00,17.75,21.63,37.50,22.92,31.73,57.75,1.89,11.96,49.50,5.85,6.47,28.50,2.60,2.72,14.25,2.94,3.04,21.00,0.61,142.70,115.50,196.50,311.25,1.24,70.50,85.50,155.25
1988-05-26,35.45,58.10,282.75,98.04,109.73,122.25,59.33,71.46,32.25,25.24,26.71,38.25,21.03,30.02,56.25,5.99,11.79,44.25,4.93,5.70,27.75,3.06,3.09,13.50,2.87,2.87,21.00,0.66,143.80,117.00,193.50,309.75,1.25,71.25,84.00,154.50
1988-05-27,35.59,61.18,291.00,98.17,108.49,123.00,60.98,75.14,32.25,28.51,29.85,39.75,19.50,27.58,55.50,7.51,11.48,45.00,5.13,5.17,26.25,3.51,3.56,15.00,2.96,2.97,21.00,0.75,144.28,114.75,194.25,308.25,1.27,77.25,77.25,153.75
1988-05-28,35.74,61.33,298.50,96.87,107.00,123.00,64.37,79.95,33.00,29.44,31.13,42.00,20.55,26.34,55.50,6.98,10.93,44.25,6.62,6.92,27.00,2.61,2.63,12.75,2.91,2.96,22.50,0.83,144.27,114.75,192.00,306.00,1.28,81.75,72.00,153.00
1988-05-29,36.40,60.07,299.25,94.62,104.71,123.75,68.63,84.40,33.75,28.07,29.30,45.00,20.16,28.54,57.00,7.41,10.43,42.00,5.13,5.68,27.75,3.94,4.01,13.50,1.92,2.74,21.75,0.93,144.08,114.75,190.50,304.50,1.31,84.00,68.25,151.50
1988-05-30,39.26,58.46,293.25,91.11,99.96,126.00,73.27,88.40,35.25,26.27,27.14,45.75,17.44,30.62,58.50,9.58,11.80,40.50,5.44,6.16,24.75,2.91,3.39,15.75,2.35,2.81,21.75,1.06,143.38,109.50,195.00,303.75,1.33,84.75,69.00,153.00
1988-05-31,42.42,56.86,287.25,86.16,93.48,128.25,76.83,92.15,36.00,26.32,26.96,46.50,14.34,30.20,57.75,12.00,14.11,42.00,7.09,7.19,27.00,2.39,2.80,15.00,1.87,2.48,21.00,1.21,143.57,98.25,205.50,303.00,1.36,87.75,69.75,156.75
1988-06-01,45.60,58.96,282.00,82.43,87.13,129.75,78.75,94.71,36.75,26.07,26.43,48.00,12.81,28.02,56.25,10.99,13.68,44.25,6.11,6.63,28.50,2.00,2.78,16.50,2.29,2.47,22.50,1.27,142.44,86.25,216.00,301.50,1.37,90.75,69.75,159.75
1988-06-02,49.60,62.72,276.75,78.87,82.12,131.25,80.52,96.48,36.75,23.72,24.28,49.50,11.98,25.44,55.50,9.80,11.95,44.25,4.41,4.67,27.75,1.25,2.95,14.25,2.05,2.91,24.75,1.28,140.65,75.00,81.75,156.00,1.35,93.00,72.00,164.25
1988-06-03,50.90,65.42,273.00,74.90,78.20,132.00,85.24,99.07,37.50,22.16,23.05,51.00,10.74,22.83,54.75,10.01,10.09,43.50,4.81,5.86,27.00,1.51,2.18,12.00,1.50,3.31,24.00,1.34,140.39,78.75,80.25,158.25,1.34,95.25,73.50,168.00
1988-06-04,50.43,66.82,269.25,69.16,76.22,133.50,88.98,101.41,38.25,21.13,22.08,52.50,9.95,20.51,55.50,10.48,10.48,42.75,5.22,7.87,30.75,1.34,2.49,10.50,1.36,3.50,22.50,1.40,139.69,80.25,82.50,162.00,1.36,99.75,72.75,171.75
1988-06-05,50.06,67.47,266.25,62.61,73.77,134.25,91.09,100.96,39.00,19.33,20.70,53.25,9.10,20.27,58.50,12.84,12.87,42.00,3.72,7.69,34.50,0.99,2.63,9.00,1.77,3.62,22.50,1.44,138.06,84.00,81.75,165.00,1.37,111.00,64.50,174.75
1988-06-06,49.98,68.51,263.25,56.65,72.36,137.25,93.06,100.25,39.75,18.17,20.18,54.00,6.46,21.70,64.50,15.88,15.89,44.25,2.36,5.64,36.00,1.82,3.26,9.00,1.88,3.40,23.25,1.49,137.63,93.00,76.50,168.75,1.39,120.00,59.25,178.50
1988-06-07,47.64,68.16,260.25,52.27,72.30,140.25,93.98,99.99,40.50,16.57,18.41,54.00,3.71,22.58,2.25,15.11,15.24,45.75,1.60,4.51,39.75,2.50,3.62,13.50,1.62,3.75,21.00,1.51,138.33,99.75,75.00,174.00,1.40,125.25,58.50,183.00
1988-06-08,43.78,66.20,257.25,48.97,71.22,141.75,93.86,99.71,41.25,15.29,16.77,54.75,2.42,21.56,12.75,13.82,14.07,47.25,1.30,4.22,42.00,2.48,3.36,13.50,2.24,3.15,22.50,1.47,138.15,101.25,76.50,177.00,1.42,128.25,60.00,187.50
1988-06-09,40.31,64.30,253.50,46.78,68.43,142.50,92.08,98.76,41.25,12.20,16.44,54.00,1.99,19.47,18.00,10.93,13.39,48.00,1.32,4.53,43.50,1.48,2.31,12.75,2.26,2.78,22.50,1.36,136.93,99.75,78.00,177.00,1.44,131.25,59.25,189.75
1988-06-10,37.80,62.41,247.50,43.44,64.03,143.25,90.08,97.17,41.25,10.88,17.40,49.50,2.68,17.49,12.75,9.22,13.30,48.75,1.93,3.46,42.75,2.21,3.15,12.00,2.70,3.06,24.75,1.24,132.92,93.75,79.50,172.50,1.40,126.00,61.50,186.75
1988-06-11,34.03,59.86,241.50,38.06,61.05,142.50,84.92,94.31,41.25,12.97,17.83,45.75,7.07,15.26,12.00,7.97,11.96,48.75,3.43,4.42,44.25,2.17,3.76,12.75,1.64,2.81,27.00,1.15,126.93,86.25,83.25,168.75,1.34,119.25,64.50,183.00
1988-06-12,29.14,55.49,234.00,32.92,58.34,141.75,78.76,92.20,40.50,16.16,17.55,42.75,12.38,16.18,15.00,5.55,10.24,48.00,3.58,5.49,48.00,1.95,3.69,13.50,2.54,3.13,24.75,0.99,121.14,78.00,87.00,164.25,1.28,117.75,62.25,179.25
1988-06-13,24.86,52.11,222.75,29.08,56.87,141.75,73.56,89.71,39.75,20.33,20.48,42.00,16.14,18.21,16.50,6.12,10.84,47.25,4.04,6.33,1.50,1.68,3.65,12.00,2.07,3.42,26.25,0.86,118.26,76.50,87.75,163.50,1.23,125.25,52.50,177.00
1988-06-14,23.26,48.58,212.25,25.83,56.52,141.75,69.81,85.76,37.50,23.43,23.43,42.00,19.69,21.60,18.75,6.54,11.80,48.75,3.54,6.43,6.00,1.93,3.66,11.25,2.76,3.19,24.75,0.68,115.63,69.75,89.25,158.25,1.12,126.00,47.25,172.50
1988-06-15,23.57,45.85,207.75,23.83,55.60,141.00,67.49,81.42,35.25,25.91,25.91,42.00,21.68,25.73,22.50,6.04,11.13,49.50,2.54,5.97,9.00,2.17,3.80,12.75,2.78,2.98,27.00,0.48,113.18,61.50,81.00,141.75,0.99,114.00,42.75,156.00
1988-06-16,25.38,44.02,205.50,22.67,55.97,140.25,63.40,77.62,33.00,28.58,28.62,42.75,21.29,26.77,26.25,5.31,11.46,50.25,2.91,6.27,4.50,1.51,3.50,16.50,2.78,2.99,25.50,0.31,111.48,47.25,65.25,111.75,0.85,99.00,43.50,141.75
1988-06-17,26.14,42.20,207.75,22.29,58.57,135.75,61.72,75.68,30.75,31.47,31.47,43.50,18.90,25.66,27.75,6.13,13.60,50.25,4.64,6.51,6.00,0.97,3.27,10.50,3.96,4.10,25.50,0.20,110.79,48.75,66.00,114.00,0.75,88.50,47.25,135.00
1988-06-18,25.60,40.15,214.50,21.74,61.72,133.50,63.09,75.54,28.50,32.30,32.30,44.25,16.64,25.76,27.75,5.41,14.05,54.00,3.46,5.57,8.25,0.86,3.12,12.75,3.46,3.56,25.50,0.08,111.62,47.25,71.25,117.75,0.72,81.75,48.75,129.75
1988-06-19,27.95,40.73,222.00,17.67,63.48,134.25,64.31,76.51,28.50,32.28,32.34,45.00,15.51,25.30,27.75,3.10,12.75,55.50,3.50,5.35,6.00,0.10,2.61,44.25,3.73,3.85,26.25,-0.03,114.47,51.75,69.75,120.75,0.74,83.25,46.50,129.00
1988-06-20,33.78,43.77,226.50,13.25,63.15,131.25,63.97,78.86,27.75,33.89,33.99,44.25,13.23,23.10,27.75,2.17,11.50,55.50,4.08,5.38,6.75,0.36,4.10,8.25,3.32,3.47,25.50,-0.10,117.21,58.50,67.50,125.25,0.79,86.25,45.75,131.25
1988-06-21,38.96,47.53,228.75,10.22,61.06,123.00,63.32,80.52,27.75,37.28,37.28,45.75,11.37,23.44,26.25,1.34,10.67,57.00,4.43,5.05,5.25,0.34,4.51,10.50,3.69,3.71,24.75,-0.12,118.43,60.00,69.75,129.00,0.83,89.25,46.50,135.00
1988-06-22,43.12,51.38,225.75,10.12,59.45,114.75,61.32,80.15,27.75,40.11,40.11,47.25,13.23,24.41,24.75,1.12,7.60,15.00,4.71,5.03,6.00,1.32,4.24,39.75,3.86,3.93,25.50,-0.09,118.81,57.75,76.50,133.50,0.86,93.75,46.50,139.50
1988-06-23,48.53,54.72,223.50,11.16,59.08,113.25,59.91,77.04,27.75,42.12,42.21,50.25,14.21,23.82,24.75,1.88,5.51,30.00,5.27,5.81,6.00,1.50,4.08,42.00,4.27,4.29,26.25,-0.05,119.02,50.25,87.00,136.50,0.84,93.00,50.25,142.50
1988-06-24,56.32,59.04,224.25,10.98,58.97,114.75,60.29,74.73,27.75,41.24,41.45,53.25,14.14,21.84,25.50,2.21,5.54,39.75,4.31,5.14,8.25,2.32,4.78,39.75,3.80,3.91,27.00,-0.03,120.08,39.75,96.75,135.75,0.83,91.50,53.25,144.00
1988-06-25,64.56,65.24,224.25,9.54,61.31,106.50,59.85,73.40,28.50,38.55,39.11,55.50,11.80,20.18,25.50,1.23,9.87,51.75,3.75,5.08,6.00,3.15,5.99,42.00,3.31,3.42,26.25,0.04,121.75,28.50,106.50,134.25,0.80,48.00,95.25,142.50
1988-06-26,71.34,71.38,224.25,10.86,62.97,96.00,57.77,69.92,29.25,34.53,35.29,57.00,8.81,20.43,24.00,1.63,10.94,6.00,5.06,5.16,7.50,1.99,5.68,42.00,4.40,4.54,27.00,0.06,120.45,30.00,320.25,349.50,0.70,32.25,104.25,135.75
1988-06-27,77.23,77.60,224.25,11.52,64.48,93.75,56.71,66.22,29.25,29.10,29.69,57.00,8.23,20.96,24.00,1.93,10.42,0.75,4.86,4.86,9.00,1.42,4.23,39.75,3.49,3.64,27.00,0.03,119.38,36.75,315.00,351.00,0.62,0.00,0.00,0.00
1988-06-28,81.40,81.60,225.00,14.09,66.95,93.75,55.44,64.08,29.25,27.06,27.79,55.50,6.42,20.37,23.25,4.49,11.42,0.75,4.11,4.44,9.00,2.95,4.19,39.00,3.76,3.79,25.50,-0.01,121.96,43.50,309.00,351.75,0.62,0.00,0.00,0.00
1988-06-29,83.68,84.12,225.00,19.34,71.32,93.75,54.48,61.04,29.25,28.49,29.46,54.75,6.96,17.63,18.00,6.77,12.16,3.75,3.56,4.10,8.25,2.35,5.14,42.75,3.70,3.72,26.25,-0.08,125.88,48.00,304.50,351.75,0.65,6.00,127.50,132.75
1988-06-30,85.93,87.03,225.75,24.84,72.98,96.00,54.64,57.76,29.25,29.82,30.97,55.50,8.62,16.50,18.00,7.52,10.32,6.00,3.97,4.74,8.25,1.91,4.64,42.75,3.50,3.61,27.00,-0.17,129.35,54.75,298.50,352.50,0.66,18.00,126.75,144.00
1988-07-01,88.58,92.01,226.50,28.02,70.66,100.50,53.99,56.09,30.75,29.73,31.02,57.00,8.91,14.92,16.50,7.22,8.76,8.25,4.16,5.14,9.75,1.88,4.18,42.00,2.86,2.86,27.75,-0.20,131.69,62.25,291.00,352.50,0.66,11.25,133.50,144.00
1988-07-02,90.02,96.83,227.25,29.42,67.27,105.00,53.04,53.46,32.25,29.59,30.78,58.50,10.17,13.77,14.25,7.24,9.48,9.75,2.66,4.49,9.75,2.19,3.91,43.50,2.67,2.70,26.25,-0.17,131.82,65.25,288.75,353.25,0.62,15.00,322.50,336.75
1988-07-03,93.01,103.12,228.00,30.19,64.59,109.50,50.46,53.40,32.25,26.57,28.06,59.25,12.74,14.71,15.00,5.55,7.90,9.75,2.91,4.10,4.50,1.44,4.91,0.00,2.12,2.32,28.50,-0.22,132.96,70.50,285.00,354.75,0.61,27.75,317.25,344.25
1988-07-04,96.38,110.19,227.25,33.87,61.65,113.25,49.92,53.70,33.00,22.37,27.12,58.50,12.67,17.59,18.00,6.27,9.03,6.00,4.88,5.25,5.25,1.28,4.96,43.50,2.36,2.59,27.75,-0.23,136.44,118.50,238.50,356.25,0.69,37.50,311.25,348.00
1988-07-05,97.72,115.21,225.75,40.13,60.86,114.00,49.28,51.01,33.00,19.38,27.98,57.75,9.35,16.10,22.50,8.48,11.37,6.00,4.18,4.24,6.75,1.40,4.25,1.50,2.15,2.73,28.50,-0.15,139.95,121.50,237.75,358.50,0.80,42.00,309.00,350.25
1988-07-06,98.44,118.04,223.50,46.88,61.17,112.50,47.53,50.90,34.50,18.14,28.70,56.25,5.27,14.26,23.25,8.77,11.45,9.75,5.23,5.24,4.50,1.84,3.23,42.75,1.45,2.79,30.00,-0.09,141.89,122.25,239.25,0.75,0.83,43.50,306.75,349.50
1988-07-07,102.20,122.33,223.50,51.87,61.90,111.00,45.45,52.05,33.75,17.95,28.53,56.25,2.95,11.56,11.25,6.98,11.09,12.75,6.09,6.16,7.50,2.32,3.96,43.50,2.29,3.14,29.25,-0.06,145.20,121.50,240.75,1.50,0.84,41.25,307.50,348.00
1988-07-08,107.41,127.45,223.50,53.66,65.13,108.75,45.47,52.48,33.00,17.87,27.27,54.75,7.52,10.40,9.75,5.89,10.35,12.00,5.37,5.42,7.50,3.07,4.70,43.50,1.35,3.02,30.75,-0.03,149.08,126.00,236.25,1.50,0.86,42.75,305.25,347.25
1988-07-09,114.18,132.46,222.75,53.23,68.13,106.50,46.75,51.68,33.00,20.71,25.79,55.50,10.15,12.32,15.00,5.18,9.86,12.75,6.01,6.39,8.25,2.95,5.49,0.75,1.48,3.09,29.25,-0.02,152.61,135.00,228.75,3.00,0.87,43.50,306.00,348.75
1988-07-10,122.37,138.81,223.50,53.31,71.12,105.00,49.44,51.43,33.00,21.18,25.97,57.75,8.54,12.80,19.50,3.66,9.05,10.50,5.53,6.59,8.25,2.69,5.70,0.75,1.17,3.63,30.75,0.05,158.10,145.50,226.50,11.25,0.93,52.50,304.50,356.25
