,wave1_amp_middle,wave1_amp_max,wave1_phase_middle,wave2_amp_middle,wave2_amp_max,wave2_phase_middle,wave3_amp_middle,wave3_amp_max,wave3_phase_middle,wave4_amp_middle,wave4_amp_max,wave4_phase_middle,wave5_amp_middle,wave5_amp_max,wave5_phase_middle,wave6_amp_middle,wave6_amp_max,wave6_phase_middle,wave7_amp_middle,wave7_amp_max,wave7_phase_middle,wave8_amp_middle,wave8_amp_max,wave8_phase_middle,wave9_amp_middle,wave9_amp_max,wave9_phase_middle,ZW3_index,env_amp_mean,env_extent,env_start_lon,env_end_lon,nenv_amp_mean,nenv_extent,nenv_start_lon,nenv_end_lon
1979-01-16,71.44,71.44,269.25,18.05,26.34,102.00,46.79,47.06,70.50,14.94,26.87,54.00,27.32,38.39,5.25,7.22,8.25,59.25,0.59,6.74,26.25,2.05,2.25,37.50,1.86,2.51,25.50,-0.03,98.82,0.00,0.00,0.00,0.76,33.00,99.00,131.25
1979-01-17,71.74,71.88,269.25,16.12,24.94,107.25,44.55,44.79,71.25,14.92,25.40,56.25,28.23,40.30,6.75,7.15,8.58,0.00,2.04,8.34,35.25,1.97,2.01,39.00,1.48,2.50,23.25,-0.06,97.30,0.00,0.00,0.00,0.74,33.75,100.50,133.50
1979-01-18,72.76,72.76,267.75,14.35,23.64,114.75,42.15,42.28,72.75,14.00,23.49,57.75,26.40,38.71,9.00,6.79,7.50,59.25,2.68,9.51,39.75,0.73,2.04,35.25,1.31,3.11,27.00,-0.14,95.07,0.00,0.00,0.00,0.67,30.00,106.50,135.75
1979-01-19,74.16,74.16,267.00,12.75,21.41,120.00,39.81,39.81,74.25,13.07,21.39,58.50,23.57,34.78,9.75,8.07,8.84,58.50,1.83,9.18,42.75,1.54,3.18,34.50,1.07,3.02,23.25,-0.19,92.15,0.00,0.00,0.00,0.54,4.50,121.50,125.25
1979-01-20,73.94,74.24,266.25,13.58,20.70,121.50,37.30,37.30,75.75,13.25,19.96,59.25,20.70,30.49,11.25,7.61,8.14,59.25,1.84,8.45,40.50,1.42,3.27,36.00,0.90,2.91,24.75,-0.25,88.94,0.00,0.00,0.00,0.39,0.00,0.00,0.00
1979-01-21,73.40,74.15,264.75,14.47,19.88,123.75,35.07,35.14,75.75,12.76,20.41,60.00,16.95,24.31,12.75,8.69,8.95,59.25,1.84,9.13,36.75,1.12,2.19,39.00,0.90,3.20,23.25,-0.31,85.93,0.00,0.00,0.00,0.31,0.00,0.00,0.00
1979-01-22,74.11,75.10,262.50,14.97,21.28,122.25,33.56,33.73,76.50,13.56,22.33,59.25,12.84,17.08,13.50,7.32,8.51,1.50,2.93,9.41,38.25,1.14,2.33,36.00,1.00,3.18,22.50,-0.36,85.38,0.00,0.00,0.00,0.29,0.00,0.00,0.00
1979-01-23,73.83,75.08,260.25,15.77,23.06,120.00,29.34,29.49,78.00,13.91,24.55,59.25,10.47,11.43,13.50,5.15,6.90,59.25,2.99,9.51,40.50,1.23,3.48,34.50,1.32,2.52,26.25,-0.37,84.31,0.00,0.00,0.00,0.25,0.00,0.00,0.00
1979-01-24,73.14,75.17,257.25,16.68,22.78,116.25,24.28,24.34,77.25,12.87,25.91,56.25,6.95,12.16,16.50,6.77,7.13,57.00,3.44,8.89,42.00,1.60,3.96,39.00,1.24,1.79,23.25,-0.30,82.71,0.00,0.00,0.00,0.25,0.00,0.00,0.00
1979-01-25,72.02,74.82,254.25,18.01,23.36,111.75,21.45,22.46,75.00,14.97,26.91,55.50,1.31,11.73,3.75,6.94,7.81,58.50,2.56,8.24,48.00,0.62,4.11,0.75,1.40,1.94,26.25,-0.21,82.32,0.00,0.00,0.00,0.26,0.00,0.00,0.00
1979-01-26,70.06,73.08,252.00,17.97,23.56,108.75,20.39,24.52,72.00,15.43,28.02,55.50,8.03,16.98,64.50,6.31,7.15,58.50,1.36,6.81,1.50,0.52,4.39,18.00,1.55,2.10,27.75,-0.09,81.71,0.00,0.00,0.00,0.24,0.00,0.00,0.00
1979-01-27,67.84,70.78,250.50,17.19,21.29,104.25,20.02,26.97,69.00,15.45,26.66,55.50,14.28,20.30,68.25,5.94,6.45,56.25,1.17,5.78,4.50,0.43,3.65,8.25,1.24,1.88,29.25,0.03,80.45,0.00,0.00,0.00,0.22,0.00,0.00,0.00
1979-01-28,66.48,68.78,249.00,17.24,20.05,99.75,20.39,28.82,67.50,14.02,23.74,57.00,16.54,21.04,0.00,7.95,8.92,54.00,1.97,5.49,11.25,0.74,2.82,15.00,0.35,1.81,29.25,0.09,79.23,0.00,0.00,0.00,0.19,0.00,0.00,0.00
1979-01-29,65.29,66.71,246.00,18.00,20.25,97.50,20.27,29.69,67.50,12.01,20.07,57.75,15.76,20.06,3.00,9.74,11.22,55.50,1.56,5.94,19.50,0.67,2.60,19.50,1.03,1.51,27.75,0.10,77.07,0.00,0.00,0.00,0.16,0.00,0.00,0.00
1979-01-30,64.03,64.76,243.75,18.96,20.03,96.00,21.63,29.83,66.75,10.80,17.61,58.50,14.16,17.57,3.75,8.82,10.40,56.25,0.38,6.24,45.00,0.58,2.13,24.00,0.88,1.23,27.00,0.07,74.24,0.00,0.00,0.00,0.13,0.00,0.00,0.00
1979-01-31,63.14,63.32,243.75,20.76,21.50,96.00,23.73,29.37,69.00,8.76,16.07,59.25,12.59,15.50,3.75,8.44,9.69,54.75,2.05,5.74,7.50,0.48,2.22,30.75,1.03,1.47,30.75,0.02,72.66,0.00,0.00,0.00,0.12,0.00,0.00,0.00
1979-02-01,61.77,61.77,243.00,22.63,23.23,98.25,23.48,27.78,71.25,8.52,15.31,55.50,11.31,14.32,3.00,9.27,9.94,54.75,1.25,5.34,15.75,0.40,2.62,31.50,0.53,2.11,30.75,-0.02,70.74,0.00,0.00,0.00,0.15,0.00,0.00,0.00
1979-02-02,59.72,59.72,241.50,22.67,23.00,99.75,22.68,25.41,74.25,9.01,15.53,53.25,9.83,14.04,1.50,10.38,10.54,55.50,0.89,5.48,43.50,0.33,2.45,33.00,0.88,3.14,31.50,-0.13,68.01,0.00,0.00,0.00,0.15,0.00,0.00,0.00
1979-02-03,57.27,57.30,240.75,21.71,21.84,100.50,24.84,25.23,77.25,9.39,16.04,51.00,9.28,15.20,69.00,11.33,11.41,57.00,1.91,4.87,2.25,0.76,3.42,30.75,1.14,3.24,33.00,-0.25,66.47,0.00,0.00,0.00,0.15,0.00,0.00,0.00
1979-02-04,57.24,57.28,238.50,20.05,20.31,102.75,28.42,28.50,80.25,10.43,16.56,48.75,10.86,17.63,65.25,9.52,9.63,0.75,1.71,3.92,3.00,1.12,3.84,41.25,0.44,2.10,33.00,-0.39,67.71,0.00,0.00,0.00,0.15,0.00,0.00,0.00
1979-02-05,57.70,57.75,235.50,18.47,18.78,106.50,31.10,31.18,81.75,11.01,17.64,48.00,14.83,19.90,64.50,5.91,8.26,3.00,1.97,3.54,6.75,0.54,2.68,0.00,0.89,2.52,33.00,-0.51,69.22,0.00,0.00,0.00,0.16,0.00,0.00,0.00
1979-02-06,57.82,57.84,231.00,16.64,17.27,114.00,33.21,33.48,82.50,12.29,18.82,45.75,17.38,21.45,65.25,2.69,8.57,59.25,0.19,5.43,14.25,0.43,2.90,1.50,0.50,2.09,36.75,-0.54,70.22,0.00,0.00,0.00,0.20,0.00,0.00,0.00
1979-02-07,58.63,58.77,225.75,15.43,16.56,120.75,34.15,34.85,81.75,15.04,20.83,45.00,17.15,22.33,66.75,3.51,8.12,51.00,1.47,6.54,44.25,0.40,3.21,8.25,0.55,2.11,36.75,-0.52,71.07,0.00,0.00,0.00,0.21,0.00,0.00,0.00
1979-02-08,59.35,60.03,222.00,14.39,17.55,124.50,35.43,36.00,79.50,18.51,22.95,45.75,16.54,23.42,65.25,6.19,8.02,51.75,2.33,5.27,51.00,0.27,3.58,8.25,0.51,2.28,35.25,-0.47,72.35,0.00,0.00,0.00,0.21,0.00,0.00,0.00
1979-02-09,60.29,61.46,218.25,13.36,17.45,126.75,38.01,38.15,78.75,19.43,22.96,48.00,18.71,25.57,65.25,6.68,8.62,54.75,1.17,3.90,46.50,0.18,3.51,21.00,0.85,1.82,36.75,-0.46,74.86,0.00,0.00,0.00,0.22,0.00,0.00,0.00
1979-02-10,61.95,63.39,214.50,13.73,17.30,128.25,38.96,38.96,79.50,17.84,21.58,50.25,19.92,26.29,66.75,4.42,8.74,57.00,2.72,5.15,47.25,0.32,3.15,6.00,0.63,1.70,36.75,-0.51,76.86,0.00,0.00,0.00,0.25,0.00,0.00,0.00
1979-02-11,61.21,64.30,212.25,14.70,18.31,132.75,36.83,36.84,80.25,15.59,20.17,51.00,17.81,23.97,68.25,4.17,9.43,49.50,1.71,4.68,45.75,0.78,3.35,41.25,1.07,2.05,37.50,-0.49,76.43,0.00,0.00,0.00,0.23,0.00,0.00,0.00
1979-02-12,59.26,63.58,211.50,13.55,16.76,137.25,33.45,33.45,80.25,13.83,19.73,51.75,14.97,21.01,68.25,6.90,9.56,51.75,3.84,5.71,48.00,0.66,3.95,33.00,0.73,1.78,36.75,-0.43,74.43,0.00,0.00,0.00,0.20,0.00,0.00,0.00
1979-02-13,58.79,64.30,211.50,13.41,19.15,137.25,32.31,32.31,78.75,12.42,21.10,49.50,13.35,19.37,67.50,5.62,9.22,56.25,2.81,4.74,3.75,1.48,3.90,42.75,1.54,1.94,38.25,-0.45,74.75,0.00,0.00,0.00,0.20,0.00,0.00,0.00
1979-02-14,60.70,67.30,211.50,15.67,21.61,135.75,32.84,32.94,78.75,14.07,23.03,45.00,12.49,18.24,64.50,1.60,8.45,3.00,0.85,4.43,42.75,0.84,3.42,2.25,1.01,2.13,37.50,-0.53,78.14,0.00,0.00,0.00,0.23,0.00,0.00,0.00
1979-02-15,60.61,68.42,212.25,16.29,22.61,132.75,31.96,32.32,79.50,19.36,26.32,44.25,14.80,19.06,62.25,2.90,8.69,41.25,3.83,6.39,45.00,0.37,3.51,6.75,1.31,2.34,0.00,-0.48,79.80,0.00,0.00,0.00,0.29,0.00,0.00,0.00
1979-02-16,59.21,67.03,213.00,14.11,20.83,131.25,29.72,29.86,79.50,25.11,30.61,45.00,16.43,22.12,63.00,4.97,9.91,49.50,4.10,7.07,49.50,0.55,3.64,33.75,1.07,2.23,0.00,-0.39,79.71,0.00,0.00,0.00,0.38,8.25,15.00,22.50
1979-02-17,57.63,64.14,216.00,12.09,19.11,132.00,29.60,29.60,78.75,29.32,34.67,46.50,14.94,23.94,63.00,4.54,10.67,57.00,2.80,6.76,48.75,0.57,3.68,39.00,0.75,2.15,0.75,-0.42,80.49,0.00,0.00,0.00,0.49,20.25,10.50,30.00
1979-02-18,57.28,62.08,218.25,11.63,19.25,135.75,30.43,30.43,79.50,30.24,36.58,48.00,13.86,23.87,62.25,3.00,10.42,57.75,3.86,7.40,47.25,1.02,3.10,31.50,1.34,2.12,2.25,-0.46,81.57,0.00,0.00,0.00,0.59,24.75,9.00,33.00
1979-02-19,58.16,60.74,219.00,12.30,21.03,140.25,31.41,31.45,80.25,28.78,36.57,48.75,15.31,25.06,60.75,4.08,10.14,59.25,3.71,7.00,49.50,0.88,3.52,38.25,0.69,2.13,0.00,-0.52,83.84,0.00,0.00,0.00,0.72,26.25,9.75,35.25
1979-02-20,60.03,61.03,219.75,13.61,23.49,141.75,31.33,31.47,80.25,28.65,35.08,48.75,15.88,25.79,61.50,3.12,10.85,8.25,4.39,6.70,50.25,0.96,3.69,33.00,0.82,1.87,3.00,-0.59,86.75,0.00,0.00,0.00,0.85,23.25,12.00,34.50
1979-02-21,61.63,62.08,220.50,16.78,24.92,144.75,31.02,31.58,78.75,29.44,33.49,48.75,14.19,24.48,61.50,0.39,11.30,13.50,3.57,6.26,0.75,1.98,3.72,39.00,0.82,1.92,36.75,-0.60,89.04,0.00,0.00,0.00,0.93,30.00,201.00,230.25
1979-02-22,61.43,64.27,220.50,20.25,25.09,149.25,33.79,33.94,76.50,28.76,32.23,49.50,13.96,22.97,58.50,1.52,11.04,0.00,2.84,5.81,1.50,0.99,3.39,1.50,1.11,1.94,2.25,-0.55,91.26,0.00,0.00,0.00,0.94,24.75,207.75,231.75
1979-02-23,59.66,66.66,222.00,24.14,25.78,155.25,36.10,36.10,75.00,25.49,31.19,50.25,16.89,22.17,59.25,1.30,9.81,9.00,1.48,5.14,49.50,0.42,3.38,30.00,0.77,1.86,8.25,-0.54,93.28,0.00,0.00,0.00,0.96,23.25,6.00,28.50
1979-02-24,58.73,69.93,225.75,28.08,30.05,159.75,37.64,37.64,73.50,21.11,30.07,49.50,14.99,21.55,61.50,0.57,9.41,14.25,2.76,5.33,45.00,1.13,3.33,30.75,0.41,1.95,38.25,-0.55,95.12,0.00,0.00,0.00,1.05,37.50,49.50,86.25
1979-02-25,59.85,72.15,227.25,32.02,33.93,162.00,40.31,40.31,72.00,21.18,29.31,47.25,9.65,21.28,60.00,1.12,9.37,48.75,3.93,5.62,45.75,1.60,3.43,37.50,0.62,2.04,7.50,-0.53,98.05,0.00,0.00,0.00,1.13,52.50,42.75,94.50
1979-02-26,61.49,72.26,226.50,37.12,38.57,161.25,44.10,44.15,72.00,22.64,31.09,46.50,9.79,22.79,54.00,2.61,8.97,59.25,3.02,4.55,48.00,0.92,3.61,33.75,0.09,2.00,36.00,-0.52,101.71,0.00,0.00,0.00,1.13,51.00,41.25,91.50
1979-02-27,62.90,72.04,225.00,42.71,43.91,159.75,44.77,44.92,72.75,25.03,32.46,46.50,14.00,25.75,52.50,3.14,7.14,9.75,4.08,5.57,46.50,0.61,3.75,29.25,0.63,2.41,33.75,-0.52,104.81,0.00,0.00,0.00,1.13,45.75,40.50,85.50
1979-02-28,64.62,71.64,223.50,48.81,49.49,158.25,43.29,43.56,72.00,26.78,33.36,46.50,16.25,28.69,53.25,2.53,6.17,18.75,3.45,5.64,51.00,0.84,4.06,30.75,0.37,2.44,12.75,-0.50,108.05,0.00,0.00,0.00,1.14,43.50,354.75,37.50
1979-03-01,66.31,70.30,222.00,53.30,53.75,157.50,41.12,41.31,70.50,29.12,33.72,47.25,17.63,28.73,54.75,1.25,6.89,24.75,1.31,5.43,48.75,0.24,4.70,15.00,0.41,3.01,3.00,-0.41,111.10,0.00,0.00,0.00,1.13,43.50,355.50,38.25
1979-03-02,66.67,69.58,222.00,55.32,55.78,157.50,39.41,39.74,68.25,30.10,34.13,49.50,15.55,26.12,56.25,1.21,7.16,18.75,2.23,5.48,45.00,1.43,4.76,23.25,0.84,3.28,15.75,-0.26,111.73,0.00,0.00,0.00,1.11,43.50,357.75,40.50
1979-03-03,66.80,70.07,222.75,54.92,55.38,156.75,40.55,40.77,65.25,28.08,34.22,51.75,11.58,22.82,56.25,1.21,6.49,13.50,1.52,5.26,46.50,0.31,4.48,10.50,0.41,3.04,20.25,-0.13,111.66,0.00,0.00,0.00,1.06,40.50,0.00,39.75
1979-03-04,68.57,71.64,225.75,53.15,53.43,156.75,42.51,42.51,62.25,26.54,33.41,54.00,9.77,19.58,55.50,3.19,5.81,16.50,2.20,5.24,42.00,1.33,4.61,20.25,0.21,3.01,27.75,0.00,112.91,0.00,0.00,0.00,1.04,36.00,2.25,37.50
1979-03-05,70.92,72.43,228.00,50.61,50.93,156.00,44.82,44.86,60.00,25.39,32.54,55.50,7.89,17.94,54.00,2.30,6.55,24.75,2.67,5.26,47.25,0.66,4.57,24.75,0.76,2.20,15.00,0.14,115.14,0.00,0.00,0.00,1.05,33.75,3.00,36.00
1979-03-06,72.65,72.73,230.25,46.90,47.13,154.50,50.24,50.24,57.00,24.61,31.85,57.00,5.64,16.31,53.25,1.87,6.10,15.75,1.82,5.81,0.00,0.88,4.14,21.75,0.09,2.30,39.00,0.27,116.93,12.75,124.50,136.50,1.03,36.75,0.75,36.75
1979-03-07,74.06,74.08,231.00,43.62,43.73,153.00,55.77,55.77,56.25,22.76,29.78,59.25,4.19,15.07,45.00,2.34,5.62,18.00,1.19,5.93,44.25,0.76,4.22,25.50,0.76,2.50,15.00,0.37,118.51,23.25,120.75,143.25,1.02,38.25,3.75,41.25
1979-03-08,74.02,74.02,231.75,40.69,40.75,153.00,62.69,62.69,54.75,20.17,26.84,61.50,7.65,16.83,42.00,1.72,6.64,11.25,2.25,5.99,46.50,0.15,4.49,13.50,1.37,2.60,21.00,0.49,121.05,26.25,123.00,148.50,1.04,66.75,11.25,77.25
1979-03-09,72.67,72.76,233.25,38.93,38.97,153.00,70.29,70.29,54.75,16.75,23.81,63.75,9.66,20.07,44.25,4.69,7.54,6.75,1.92,5.85,48.75,1.07,4.51,20.25,0.95,2.40,25.50,0.63,124.44,24.00,129.75,153.00,1.07,55.50,24.00,78.75
1979-03-10,71.11,74.36,234.75,37.73,38.19,152.25,76.18,76.18,54.75,12.52,19.29,67.50,9.23,21.04,45.00,7.87,8.36,11.25,1.63,6.35,48.00,0.86,4.42,26.25,0.71,2.26,21.00,0.68,126.02,9.75,130.50,139.50,1.11,31.50,47.25,78.00
1979-03-11,70.11,75.16,237.75,37.22,38.98,152.25,81.73,81.73,54.00,5.92,14.29,69.75,10.52,21.86,44.25,7.61,8.40,16.50,2.45,5.77,51.00,0.22,4.59,19.50,0.76,2.82,20.25,0.76,128.33,16.50,129.00,144.75,1.14,30.00,47.25,76.50
1979-03-12,69.67,74.94,240.75,34.65,39.96,153.75,87.00,87.00,54.75,3.10,14.09,51.00,12.45,24.54,45.00,4.29,7.19,15.00,1.68,5.21,8.25,1.25,4.82,23.25,1.00,2.92,22.50,0.94,130.22,29.25,300.00,328.50,1.15,39.00,38.25,76.50
1979-03-13,71.81,77.03,240.75,31.21,40.05,155.25,91.66,91.66,54.75,8.78,14.65,44.25,14.52,25.13,47.25,6.55,7.46,11.25,1.61,6.03,3.00,1.42,4.53,23.25,0.79,2.69,16.50,1.01,132.40,45.75,297.00,342.00,1.14,33.00,46.50,78.75
1979-03-14,74.35,78.55,238.50,30.14,41.32,155.25,94.60,94.60,55.50,13.27,19.54,47.25,12.17,22.30,51.75,7.76,7.97,14.25,1.86,6.09,9.00,0.99,4.77,20.25,1.20,2.87,20.25,0.92,134.51,57.00,295.50,351.75,1.17,33.75,48.75,81.75
1979-03-15,76.36,79.49,235.50,31.09,43.98,156.00,94.55,94.56,56.25,15.73,22.53,51.00,6.38,19.05,53.25,5.11,8.43,15.75,0.31,5.65,30.75,1.44,4.71,18.75,1.09,2.85,18.00,0.94,135.23,60.00,296.25,355.50,1.20,29.25,52.50,81.00
1979-03-16,77.38,80.18,233.25,31.69,47.31,157.50,96.42,96.46,56.25,17.47,23.26,55.50,3.27,15.99,48.00,5.10,10.14,7.50,2.04,6.20,46.50,2.29,4.10,21.00,2.01,2.87,19.50,0.95,137.76,69.75,106.50,175.50,1.19,28.50,54.00,81.75
1979-03-17,78.85,81.65,231.75,33.78,50.65,157.50,100.74,100.74,56.25,17.64,23.51,63.75,4.17,13.78,39.75,10.26,12.44,9.00,1.71,6.38,0.75,0.73,4.17,26.25,1.54,2.66,23.25,0.85,142.90,87.00,103.50,189.75,1.21,30.00,54.00,83.25
1979-03-18,80.05,82.54,229.50,35.01,55.90,156.00,104.55,104.55,56.25,16.99,23.19,72.00,6.70,12.29,39.75,11.88,13.00,14.25,0.72,5.98,50.25,2.01,4.29,14.25,1.41,2.58,23.25,0.79,147.30,93.75,106.50,199.50,1.28,27.75,57.00,84.00
1979-03-19,82.92,84.52,228.00,34.43,60.75,153.75,107.87,107.88,56.25,17.17,23.86,78.00,7.54,10.88,43.50,9.14,11.22,18.00,1.30,5.39,47.25,1.64,4.14,21.00,1.03,2.67,24.75,0.85,150.69,93.75,109.50,202.50,1.33,29.25,116.25,144.75
1979-03-20,87.09,87.98,227.25,33.01,61.40,150.75,110.94,111.24,56.25,16.61,24.67,81.00,7.66,12.05,45.75,6.34,10.09,17.25,1.01,4.78,47.25,1.57,4.00,15.00,1.25,2.85,26.25,0.94,152.84,93.00,111.00,203.25,1.35,33.75,57.00,90.00
1979-03-21,90.58,90.93,225.00,30.31,59.08,149.25,113.17,113.67,55.50,17.26,24.42,81.75,7.39,13.35,49.50,7.63,10.25,17.25,1.40,5.06,42.75,2.12,3.61,18.75,0.40,2.86,27.00,0.94,152.97,96.00,109.50,204.75,1.32,36.00,60.75,96.00
1979-03-22,91.75,91.75,223.50,27.59,55.18,149.25,113.97,114.37,55.50,19.70,23.91,84.00,6.75,13.99,54.75,6.89,9.63,19.50,2.49,5.31,40.50,2.04,3.75,18.75,0.53,2.53,21.75,1.03,151.22,96.75,109.50,205.50,1.26,24.75,120.00,144.00
1979-03-23,92.51,92.51,222.00,25.75,48.71,149.25,112.68,112.72,55.50,21.25,22.65,87.75,6.64,14.87,60.00,4.37,8.22,18.75,3.00,5.37,43.50,2.70,3.35,20.25,0.90,2.71,21.75,1.06,148.71,94.50,111.75,205.50,1.22,24.00,123.00,146.25
1979-03-24,95.83,95.83,220.50,24.70,44.51,149.25,110.80,110.80,54.75,20.57,20.74,1.50,6.64,15.37,67.50,5.30,7.69,15.75,3.27,5.40,42.75,1.46,3.43,21.00,0.83,2.42,26.25,1.03,148.24,94.50,111.75,205.50,1.23,29.25,293.25,321.75
1979-03-25,99.84,99.84,218.25,24.50,44.32,146.25,110.83,110.83,54.75,17.80,18.59,4.50,5.19,15.16,5.25,5.39,7.11,16.50,4.06,4.64,47.25,1.94,3.44,20.25,1.05,2.84,30.75,0.99,149.64,91.50,114.75,205.50,1.27,59.25,291.75,350.25
1979-03-26,100.85,100.95,215.25,25.04,44.01,141.75,109.94,110.41,54.75,14.07,15.98,6.75,2.63,14.49,19.50,5.02,7.37,16.50,2.16,4.29,49.50,1.64,4.12,19.50,0.49,2.54,25.50,0.97,149.31,86.25,118.50,204.00,1.27,70.50,296.25,6.00
1979-03-27,100.04,100.27,212.25,25.70,42.24,136.50,109.03,109.67,54.75,13.12,16.85,6.00,3.21,14.17,45.00,6.39,8.57,15.00,1.41,4.75,47.25,3.13,3.69,22.50,1.09,2.45,27.00,0.92,148.19,84.75,122.25,206.25,1.24,77.25,296.25,12.75
1979-03-28,99.80,99.85,211.50,24.07,40.94,132.75,108.56,109.15,54.75,13.63,16.79,6.75,6.23,15.15,53.25,7.65,10.59,16.50,2.02,4.83,45.00,1.39,3.94,22.50,1.02,2.60,26.25,0.88,147.08,85.50,121.50,206.25,1.23,89.25,286.50,15.00
1979-03-29,99.18,99.18,212.25,20.45,40.63,129.75,107.71,108.15,54.75,14.29,17.64,7.50,9.02,17.48,59.25,6.26,10.75,18.75,1.85,4.76,44.25,2.67,4.13,22.50,1.64,2.63,25.50,0.92,145.71,84.75,288.75,12.75,1.24,98.25,279.75,17.25
1979-03-30,98.20,98.20,213.00,15.43,37.90,126.75,106.18,106.48,54.75,14.56,17.79,9.00,10.74,19.41,64.50,4.59,8.95,16.50,3.15,5.01,46.50,1.96,4.43,22.50,1.48,2.44,30.00,1.00,143.60,82.50,287.25,9.00,1.24,96.00,278.25,13.50
1979-03-31,98.45,98.45,213.00,10.88,34.61,123.75,103.73,104.12,54.75,15.10,16.88,9.00,9.21,20.41,69.00,5.91,8.56,13.50,2.48,4.86,51.00,2.34,3.86,23.25,1.28,2.39,28.50,0.99,141.50,78.00,123.00,200.25,1.21,81.75,281.25,2.25
1979-04-01,99.86,99.86,211.50,7.75,32.04,127.50,102.38,103.35,54.75,16.29,16.51,11.25,6.42,19.95,69.00,8.37,10.17,15.00,0.33,4.50,42.75,1.56,3.53,22.50,1.42,2.29,29.25,0.88,141.19,81.75,122.25,203.25,1.19,81.00,283.50,3.75
1979-04-02,101.60,101.60,208.50,6.58,30.95,145.50,102.61,104.44,54.75,17.10,17.50,14.25,7.03,18.51,68.25,8.76,12.73,18.75,2.28,4.44,41.25,2.69,3.68,24.00,1.85,2.57,26.25,0.73,142.22,90.75,119.25,209.25,1.17,82.50,287.25,9.00
1979-04-03,103.95,103.95,204.75,7.61,30.78,162.00,102.93,105.80,55.50,17.48,18.50,16.50,5.94,17.88,67.50,5.52,11.97,21.75,1.85,3.88,48.75,2.39,3.64,22.50,0.93,2.47,30.00,0.67,143.15,92.25,121.50,213.00,1.17,83.25,291.00,13.50
1979-04-04,106.91,106.91,200.25,10.91,28.95,170.25,104.43,108.01,56.25,17.12,19.01,17.25,7.82,17.38,66.75,5.98,9.88,18.00,1.03,3.79,42.00,2.56,3.55,26.25,1.30,2.11,32.25,0.60,145.91,99.75,119.25,218.25,1.21,85.50,295.50,20.25
1979-04-05,109.62,109.83,195.75,14.63,30.33,171.75,104.09,107.62,57.00,17.68,19.72,17.25,8.30,16.38,68.25,6.84,10.27,22.50,1.67,4.51,39.75,2.35,3.74,26.25,0.58,1.98,21.75,0.56,147.97,105.75,119.25,224.25,1.26,82.50,300.00,21.75
1979-04-06,110.69,110.96,192.75,17.62,35.43,169.50,102.51,105.63,57.75,16.47,20.86,18.75,7.89,14.86,67.50,3.62,8.97,23.25,1.97,4.91,40.50,1.98,3.62,24.00,0.35,2.19,27.75,0.57,148.22,105.00,121.50,225.75,1.27,84.00,303.00,26.25
1979-04-07,111.13,111.24,192.00,19.36,40.45,163.50,99.10,101.41,58.50,14.10,21.36,17.25,7.38,13.24,66.75,5.05,9.76,18.75,2.23,4.20,42.75,2.69,3.55,25.50,0.40,2.13,36.75,0.50,147.23,103.50,123.75,226.50,1.25,85.50,306.00,30.75
1979-04-08,111.50,111.50,192.75,21.79,41.68,158.25,93.55,95.08,59.25,15.78,20.75,15.00,7.69,12.93,66.00,6.14,8.16,23.25,1.35,3.60,47.25,2.29,4.08,27.75,0.45,2.43,16.50,0.43,145.43,102.75,126.00,228.00,1.23,81.75,312.75,33.75
1979-04-09,110.89,110.89,193.50,24.18,42.39,156.75,88.06,89.94,60.00,18.11,19.48,17.25,8.50,12.63,65.25,3.46,7.62,27.75,1.05,3.15,42.00,1.62,4.35,25.50,0.58,2.53,29.25,0.33,143.08,98.25,129.75,227.25,1.19,69.75,324.00,33.00
1979-04-10,109.68,109.68,195.00,24.48,44.87,156.00,83.24,85.60,60.00,17.45,18.88,19.50,11.06,12.87,67.50,2.23,9.33,13.50,0.68,3.53,42.75,1.27,3.52,27.75,0.90,2.35,31.50,0.21,141.78,96.00,130.50,225.75,1.13,18.75,189.75,207.75
1979-04-11,109.82,109.82,197.25,25.06,46.91,153.75,80.58,84.57,59.25,16.26,18.99,19.50,12.37,14.59,69.75,5.65,9.47,18.75,1.39,3.15,41.25,0.89,3.11,22.50,0.67,2.30,33.75,0.11,141.99,100.50,124.50,224.25,1.10,25.50,315.00,339.75
1979-04-12,108.55,108.55,200.25,24.93,46.62,151.50,79.68,85.01,59.25,15.18,20.03,18.75,12.23,14.40,2.25,4.79,8.35,25.50,0.72,3.37,36.75,1.80,2.73,30.00,0.59,2.39,36.00,0.08,140.87,95.25,125.25,219.75,1.06,29.25,311.25,339.75
1979-04-13,105.52,105.56,203.25,22.34,44.66,149.25,79.59,85.88,58.50,15.69,21.03,18.00,8.16,12.68,6.00,1.16,8.91,27.75,1.30,2.61,39.00,1.09,2.92,36.00,0.20,2.14,37.50,0.10,138.53,82.50,129.75,211.50,1.01,36.00,306.75,342.00
1979-04-14,102.31,102.70,207.00,19.08,41.04,147.00,79.47,85.72,58.50,17.31,22.64,18.75,5.19,10.63,69.75,2.00,9.94,7.50,1.79,3.60,48.00,1.94,2.41,29.25,0.70,2.61,30.75,0.08,136.16,75.00,138.00,212.25,0.98,42.00,304.50,345.75
1979-04-15,100.73,101.37,209.25,17.27,36.40,144.75,76.46,81.85,59.25,19.93,23.35,20.25,8.82,11.52,68.25,4.23,10.35,13.50,1.40,3.43,8.25,1.71,3.09,36.75,1.21,2.09,39.00,0.03,132.93,63.00,150.00,212.25,0.90,43.50,306.00,348.75
