,wave1_amp,wave1_phase,wave2_amp,wave2_phase,wave3_amp,wave3_phase,wave4_amp,wave4_phase,wave5_amp,wave5_phase,wave6_amp,wave6_phase,wave7_amp,wave7_phase,wave8_amp,wave8_phase,wave9_amp,wave9_phase,ZW3_index,env_amp_mean,env_extent,env_start_lon,env_end_lon,nenv_amp_mean,nenv_extent,nenv_start_lon,nenv_end_lon
1979-02-26,1.4836161136627197,315.0,0.6892668008804321,8.25,3.522475481033325,90.75,0.591176450252533,70.5,1.063780665397644,6.0,0.40089356899261475,21.75,0.27225029468536377,9.75,0.08575718104839325,37.5,0.10481201112270355,38.25,0.33229532837867737,4.012777328491211,0.0,0.0,0.0,0.9007670283317566,22.5,60.75,82.5
1979-02-27,1.488599419593811,314.25,0.6771238446235657,9.0,3.5218639373779297,90.75,0.5863543748855591,69.75,1.2344485521316528,7.5,0.3317601978778839,21.0,0.26011452078819275,9.75,0.19465284049510956,34.5,0.10880570858716965,38.25,0.38112711906433105,4.008017539978027,21.75,53.25,74.25,0.875730574131012,24.75,60.0,84.0
1979-02-28,1.5008254051208496,313.5,0.6653059124946594,9.75,3.484494209289551,90.75,0.592504620552063,68.25,1.272287368774414,9.0,0.3151046335697174,18.75,0.24993233382701874,10.5,0.17961542308330536,36.0,0.09969335049390793,39.0,0.4219587743282318,3.9691760540008545,15.75,57.75,72.75,0.8523406982421875,22.5,63.0,84.75
1979-03-01,1.515498399734497,312.0,0.6567965149879456,10.5,3.4655792713165283,90.75,0.6144324541091919,68.25,1.1894086599349976,10.5,0.3752540349960327,19.5,0.19366852939128876,10.5,0.1790556162595749,35.25,0.08484168350696564,39.0,0.40923139452934265,3.918525218963623,14.25,60.75,74.25,0.8352559208869934,18.75,63.0,81.0
1979-03-02,1.5208450555801392,311.25,0.6624442934989929,11.25,3.470299243927002,90.0,0.6004486083984375,69.0,1.0897632837295532,11.25,0.3799182176589966,21.0,0.1419716626405716,11.25,0.18074850738048553,36.0,0.09126988798379898,38.25,0.37314745783805847,3.889009714126587,3.75,296.25,299.25,0.802998423576355,0.0,0.0,0.0
1979-03-03,1.5261881351470947,309.75,0.6841310858726501,12.0,3.49888277053833,90.0,0.583597719669342,68.25,0.988954484462738,11.25,0.26577892899513245,22.5,0.12635661661624908,5.25,0.15700329840183258,36.0,0.11911333352327347,36.0,0.3299466669559479,3.877502202987671,13.5,290.25,303.0,0.770606279373169,3.75,189.0,192.0
1979-03-04,1.5386545658111572,309.0,0.6823249459266663,14.25,3.5199761390686035,90.0,0.5825955867767334,68.25,0.8872828483581543,10.5,0.23703867197036743,18.75,0.22960999608039856,6.0,0.20370514690876007,34.5,0.08572836965322495,1.5,0.31901296973228455,3.8983161449432373,14.25,288.0,301.5,0.7607547640800476,19.5,180.75,199.5
1979-03-05,1.5481821298599243,306.75,0.6771759390830994,15.75,3.586912155151367,90.0,0.5463789701461792,69.0,0.9276678562164307,9.75,0.343535840511322,19.5,0.22818033397197723,9.0,0.22491943836212158,38.25,0.07486084848642349,3.0,0.2980746626853943,3.976165771484375,16.5,291.0,306.75,0.7658248543739319,22.5,178.5,200.25
1979-03-06,1.5643293857574463,304.5,0.6855112910270691,17.25,3.660325288772583,90.0,0.5053445100784302,68.25,0.9557092785835266,9.0,0.35541966557502747,24.75,0.18085993826389313,9.75,0.15990816056728363,39.75,0.014253783971071243,31.5,0.2617906332015991,4.0324835777282715,33.75,214.5,247.5,0.7860386371612549,21.0,178.5,198.75
1979-03-07,1.5782018899917603,303.0,0.7228618860244751,17.25,3.7241032123565674,90.75,0.47074392437934875,69.0,0.9408411979675293,9.0,0.2806852459907532,26.25,0.13233616948127747,8.25,0.12845908105373383,37.5,0.021801935508847237,32.25,0.2500801384449005,4.092566013336182,39.75,213.0,252.0,0.851632833480835,22.5,177.75,199.5
1979-03-08,1.5885910987854004,301.5,0.7867971062660217,17.25,3.800185203552246,90.75,0.3683721423149109,69.75,0.9429365396499634,8.25,0.25835534930229187,27.75,0.19616612792015076,5.25,0.1335495561361313,38.25,0.0399322435259819,31.5,0.2419225573539734,4.166137218475342,48.75,206.25,254.25,0.8940905928611755,31.5,224.25,255.0
1979-03-09,1.5965147018432617,301.5,0.847628653049469,17.25,3.883850574493408,90.75,0.26210373640060425,65.25,1.0024081468582153,7.5,0.17044176161289215,27.0,0.21546201407909393,7.5,0.1524134874343872,37.5,0.03925149142742157,32.25,0.27483507990837097,4.242537975311279,66.75,197.25,263.25,0.950682520866394,84.0,177.75,261.0
